sample_index,timestamp_rel_s,timestamp_utc_iso,participant_id,session_id,task_id,trial_id,condition,combined_valid,combined_origin_x,combined_origin_y,combined_origin_z,combined_dir_x,combined_dir_y,combined_dir_z,vergence_angle_deg,interocular_distance,left_valid,left_origin_x,left_origin_y,left_origin_z,left_dir_x,left_dir_y,left_dir_z,right_valid,right_origin_x,right_origin_y,right_origin_z,right_dir_x,right_dir_y,right_dir_z,left_pupil_diameter,right_pupil_diameter,left_pupil_pos_x,left_pupil_pos_y,right_pupil_pos_x,right_pupil_pos_y,left_eye_openness,right_eye_openness,head_x,head_y,head_z,head_qx,head_qy,head_qz,head_qw,hit_valid,hit_object_name,hit_aoi,hit_aoi_type,hit_x,hit_y,hit_z
2889,38.8078319999995,"2026-04-01T01:49:28.3308782Z","P001","S001","task_01","trial_01","baseline",1,0.1287059,1.160796,-0.1562448,0.8733151,-0.3384805,-0.3503594,1.934417,0.07120597,1,0.1363593,1.157917,-0.1215935,0.8675222,-0.3366974,-0.3661147,1,0.1210526,1.163674,-0.1908961,0.8788592,-0.3401671,-0.3345041,4.142132,4.225399,0.5326891,0.4203447,0.4815906,0.4262776,0.9999999,0.9999999,0.1169487,1.166092,-0.8525497,0.07410009,0.7737272,-0.041017,0.627832,1,"JengaBlock(Clone)",,,0.2172991,1.1275,-0.1930599
2890,38.8185498000003,"2026-04-01T01:49:28.3418520Z","P001","S001","task_01","trial_01","baseline",1,0.1291037,1.159951,-0.1555184,0.8736269,-0.3389487,-0.3491271,1.934619,0.07120597,1,0.1365679,1.157003,-0.1208317,0.8678749,-0.3371135,-0.364894,1,0.1216395,1.162899,-0.1902051,0.8791299,-0.3406872,-0.3332607,4.143893,4.229667,0.531449,0.4194201,0.4826382,0.42642,0.9999999,0.9999999,0.1173496,1.165253,-0.8518222,0.07640046,0.7720625,-0.04259642,0.6294982,1,"JengaBlock(Clone)",,,0.2146123,1.1275,-0.190709
2891,38.8293080000003,"2026-04-01T01:49:28.3528882Z","P001","S001","task_01","trial_01","baseline",1,0.1295,1.159037,-0.1547329,0.8736316,-0.3430199,-0.3451161,1.935023,0.07120597,1,0.1367848,1.15604,-0.1200122,0.867962,-0.3411512,-0.3609124,1,0.1222151,1.162033,-0.1894536,0.8790521,-0.3447908,-0.3292214,4.142934,4.236778,0.531449,0.4194201,0.4748169,0.4274195,0.9999999,0.9999999,0.1177388,1.164416,-0.8511384,0.07880516,0.7703708,-0.04432306,0.6311529,1,"JengaBlock(Clone)",,,0.2127448,1.1275,-0.1889438
2892,38.8402884999996,"2026-04-01T01:49:28.3637904Z","P001","S001","task_01","trial_01","baseline",1,0.1298832,1.158119,-0.153985,0.8759959,-0.348525,-0.3334091,1.93967,0.07120597,1,0.1369857,1.15508,-0.1192302,0.8705171,-0.346667,-0.3493164,1,0.1227807,1.161158,-0.1887397,0.8812236,-0.3502831,-0.3174062,4.158649,4.242625,0.5257058,0.4129205,0.4748169,0.4274195,0.9999999,0.9999999,0.1180859,1.163616,-0.8504563,0.0813489,0.7686648,-0.04599543,0.6327885,1,"JengaBlock(Clone)",,,0.2098201,1.1275,-0.1864623
2893,38.8512212999995,"2026-04-01T01:49:28.3757471Z","P001","S001","task_01","trial_01","baseline",1,0.1302221,1.15724,-0.1532491,0.8878465,-0.3643702,-0.2810033,1.958647,0.07120597,1,0.1371434,1.15415,-0.1184623,0.8831665,-0.3627561,-0.2973633,1,0.1233007,1.160329,-0.1880359,0.8922672,-0.3658779,-0.2645612,4.192936,4.302823,0.5197278,0.4059317,0.4633355,0.4277483,0.9999999,0.9999999,0.1185223,1.162672,-0.8496414,0.08379272,0.7666101,-0.04812954,0.6348002,1,"JengaBlock(Clone)",,,0.2068432,1.1275,-0.1832764
2894,38.8632625999999,"2026-04-01T01:49:28.3867286Z","P001","S001","task_01","trial_01","baseline",1,0.1306386,1.156209,-0.152365,0.8946283,-0.3855523,-0.2258087,1.965032,0.07120597,1,0.1373466,1.153097,-0.1175384,0.8908249,-0.3842339,-0.2424777,1,0.1239306,1.159321,-0.1871916,0.8981687,-0.3867574,-0.2090733,4.209927,4.353156,0.5197278,0.4059317,0.4541082,0.4271188,0.9999999,0.9999999,0.1188515,1.161844,-0.8488042,0.08655164,0.7646891,-0.04985609,0.6366112,1,"JengaBlock(Clone)",,,0.2026881,1.1275,-0.1761846
2895,38.8743477999997,"2026-04-01T01:49:28.3965979Z","P001","S001","task_01","trial_01","baseline",1,0.1309447,1.155304,-0.1514821,0.8945149,-0.4079293,-0.1828574,1.959846,0.07120597,1,0.1374546,1.152132,-0.1166233,0.8914149,-0.4068446,-0.1996415,1,0.1244347,1.158475,-0.1863409,0.8973531,-0.4088946,-0.1660198,4.22139,4.392895,0.5170968,0.4028549,0.4541082,0.4271188,0.9999999,0.9999999,0.1191491,1.161138,-0.8481398,0.08882914,0.7629074,-0.05122634,0.638324,1,"JengaBlock(Clone)",,,0.1972544,1.1275,-0.1691792
2896,38.8844435000001,"2026-04-01T01:49:28.4090364Z","P001","S001","task_01","trial_01","baseline",1,0.1312217,1.154535,-0.1507803,0.8926831,-0.4207813,-0.161431,1.954947,0.07120599,1,0.1375503,1.151318,-0.1158923,0.8899416,-0.4198028,-0.1782402,1,0.1248931,1.157753,-0.1856683,0.8951648,-0.4216374,-0.1445748,4.22844,4.414904,0.5170968,0.4028549,0.4546311,0.4271513,0.9999999,0.9999999,0.119621,1.160116,-0.8471583,0.09127071,0.7604027,-0.05338745,0.6407863,1,"JengaBlock(Clone)",,,0.1919134,1.1275,-0.1639454
2897,38.8965558,"2026-04-01T01:49:28.4199643Z","P001","S001","task_01","trial_01","baseline",1,0.131662,1.153425,-0.1497267,0.8922219,-0.4229599,-0.158256,1.957248,0.07120597,1,0.1377359,1.1502,-0.1147942,0.8895483,-0.4219545,-0.1750951,1,0.1255881,1.156651,-0.1846592,0.8946353,-0.423842,-0.1413708,4.234529,4.433487,0.5168387,0.4044671,0.4546311,0.4271513,0.9999999,0.9999999,0.1199709,1.159345,-0.846424,0.09434662,0.7585125,-0.05475028,0.642464,1,"JengaBlock(Clone)",,,0.1885768,1.1275,-0.1611523
2898,38.9075780000003,"2026-04-01T01:49:28.4309404Z","P001","S001","task_01","trial_01","baseline",1,0.1319741,1.152576,-0.1489497,0.8857569,-0.4386223,-0.1518062,1.95154,0.07120598,1,0.1378503,1.14927,-0.1139909,0.8832172,-0.4376027,-0.1686155,1,0.1260979,1.155882,-0.1839084,0.8880398,-0.4395147,-0.1349528,4.236711,4.441246,0.5169885,0.405747,0.4561265,0.4272771,0.9999999,0.9999999,0.1203985,1.158443,-0.8456425,0.09764871,0.7565083,-0.05625914,0.6442009,1,"JengaBlock(Clone)",,,0.186351,1.1275,-0.159427
2899,38.9185332999996,"2026-04-01T01:49:28.4418535Z","P001","S001","task_01","trial_01","baseline",1,0.1323574,1.151596,-0.1481203,0.8825036,-0.4454432,-0.1508898,1.951239,0.07120597,1,0.1380269,1.148216,-0.1131345,0.8800093,-0.444365,-0.1676997,1,0.1266878,1.154976,-0.183106,0.8847419,-0.4463922,-0.1340362,4.238334,4.431967,0.5174164,0.407271,0.4577352,0.427525,0.9999999,0.9999999,0.1207469,1.157529,-0.844866,0.1009757,0.7545645,-0.05768921,0.6458393,1,"JengaBlock(Clone)",,,0.1826122,1.1275,-0.1576283
2900,38.9294681000001,"2026-04-01T01:49:28.4528406Z","P001","S001","task_01","trial_01","baseline",1,0.132668,1.150621,-0.1472985,0.8810188,-0.4593292,-0.1132371,1.942695,0.07120599,1,0.1381354,1.147156,-0.1122888,0.8791344,-0.4584826,-0.1300637,1,0.1272005,1.154085,-0.1823082,0.88265,-0.4600438,-0.09637798,4.237863,4.429598,0.5174164,0.407271,0.4577352,0.427525,0.9999999,0.9999999,0.1211066,1.156567,-0.8440787,0.1040446,0.7524951,-0.05932593,0.6476158,1,"JengaBlock(Clone)",,,0.1800951,1.1275,-0.1562824
2901,38.9404687999995,"2026-04-01T01:49:28.4637415Z","P001","S001","task_01","trial_01","baseline",1,0.1329881,1.1496,-0.1464557,0.8785515,-0.4546472,-0.1464352,1.952843,0.07120597,1,0.1382445,1.146071,-0.1114201,0.8761892,-0.4534698,-0.1632717,1,0.1277316,1.153128,-0.1814913,0.8806585,-0.4556925,-0.1295562,4.238389,4.428611,0.5182084,0.4083567,0.4594824,0.4276597,0.9999999,0.9999999,0.1215075,1.155469,-0.8432378,0.1073216,0.7503947,-0.06098972,0.6493614,1,"JengaBlock(Clone)",,,0.177015,1.1275,-0.1529984
2902,38.9513188999999,"2026-04-01T01:49:28.4757293Z","P001","S001","task_01","trial_01","baseline",1,0.1333393,1.148453,-0.1455692,0.8769366,-0.4584596,-0.1442118,1.954246,0.07120597,1,0.1383826,1.144851,-0.1105098,0.8746415,-0.4572308,-0.1610658,1,0.1282961,1.152056,-0.1806286,0.8789766,-0.459555,-0.1273158,4.238955,4.422183,0.5186923,0.4096028,0.4611542,0.4278542,0.9999999,0.9999999,0.1219562,1.15421,-0.8422461,0.1104855,0.7477705,-0.06298188,0.6516636,1,"JengaBlock(Clone)",,,0.1756935,1.1275,-0.1535738
2903,38.9634901999998,"2026-04-01T01:49:28.4866647Z","P001","S001","task_01","trial_01","baseline",1,0.1337385,1.14714,-0.1445108,0.8724553,-0.4752871,-0.1136831,1.946519,0.07120599,1,0.1385201,1.143489,-0.1094197,0.8706613,-0.4742443,-0.1305424,1,0.1289569,1.15079,-0.1796019,0.8739976,-0.4761929,-0.09679101,4.239282,4.42093,0.5186923,0.4096028,0.4611542,0.4278542,0.9999999,0.9999999,0.1222983,1.153247,-0.8414848,0.1137631,0.7456302,-0.06432956,0.6534182,1,"JengaBlock(Clone)",,,0.1734189,1.1275,-0.1521602
2904,38.9742348999998,"2026-04-01T01:49:28.4970400Z","P001","S001","task_01","trial_01","baseline",1,0.1340311,1.146124,-0.143711,0.8704833,-0.4784709,-0.1154319,1.948629,0.07120598,1,0.1385978,1.142383,-0.1086009,0.8687017,-0.4773389,-0.1323058,1,0.1294643,1.149865,-0.1788212,0.872013,-0.4794645,-0.09852457,4.239716,4.409489,0.5186923,0.4096028,0.4624908,0.4283227,0.9999999,0.9999999,0.1226455,1.152316,-0.8407387,0.1165991,0.7435121,-0.06586567,0.6551765,1,"JengaBlock(Clone)",,,0.1697896,1.1275,-0.1492084
2905,38.9844904000001,"2026-04-01T01:49:28.5090395Z","P001","S001","task_01","trial_01","baseline",1,0.1343311,1.145129,-0.1429133,0.8720188,-0.4696761,-0.1377954,1.957947,0.071206,1,0.1386864,1.141328,-0.1077828,0.8699273,-0.4682899,-0.1546967,1,0.1299758,1.148931,-0.1780438,0.8738558,-0.4709252,-0.1208539,4.233178,4.38251,0.5191904,0.4123715,0.4638084,0.4288175,0.9999999,0.9999999,0.1231929,1.150977,-0.8396749,0.1192733,0.7408198,-0.06821252,0.6575005,1,"JengaBlock(Clone)",,,0.1679131,1.1275,-0.148204
2906,38.9966742999995,"2026-04-01T01:49:28.5200226Z","P001","S001","task_01","trial_01","baseline",1,0.1348284,1.143713,-0.1417613,0.8673155,-0.4836181,-0.1178022,1.953645,0.07120598,1,0.1389163,1.139901,-0.1065998,0.8655608,-0.4823454,-0.134712,1,0.1307406,1.147525,-0.1769228,0.868818,-0.4847502,-0.1008581,4.229628,4.373597,0.5191904,0.4123715,0.4638084,0.4288175,0.9999999,0.9999999,0.123478,1.150059,-0.839013,0.121752,0.7388784,-0.06968058,0.659075,1,"JengaBlock(Clone)",,,0.1670621,1.1275,-0.1480854
2907,39.0075395000003,"2026-04-01T01:49:28.5308870Z","P001","S001","task_01","trial_01","baseline",1,0.1350811,1.142729,-0.1410308,0.8698416,-0.4743523,-0.1355195,1.961543,0.07120597,1,0.1389713,1.138868,-0.1058522,0.8678434,-0.472869,-0.1524554,1,0.1311909,1.14659,-0.1762094,0.8715849,-0.4756965,-0.1185439,4.218774,4.346785,0.5197395,0.4139041,0.4672821,0.4293048,0.9999999,0.9999999,0.1238224,1.149091,-0.8383071,0.1245493,0.7366813,-0.07126847,0.6608395,1,"JengaBlock(Clone)",,,0.1639051,1.1275,-0.1457106
2908,39.0183832000002,"2026-04-01T01:49:28.5418538Z","P001","S001","task_01","trial_01","baseline",1,0.135383,1.14167,-0.1402403,0.8685418,-0.4772721,-0.133591,1.962839,0.07120598,1,0.139052,1.137761,-0.1050433,0.8666062,-0.4757424,-0.1505416,1,0.1317139,1.145579,-0.1754374,0.8702224,-0.4786617,-0.1166011,4.212169,4.334582,0.5205519,0.4155901,0.4672821,0.4293048,0.9999999,0.9999999,0.1242315,1.148128,-0.8376166,0.1271867,0.734567,-0.07282432,0.6625191,1,"JengaBlock(Clone)",,,0.1630068,1.1275,-0.1453816
2909,39.0292393999998,"2026-04-01T01:49:28.5528490Z","P001","S001","task_01","trial_01","baseline",1,0.1357476,1.140617,-0.1394712,0.8651331,-0.4853764,-0.1263109,1.961642,0.07120597,1,0.1392043,1.13667,-0.1042569,0.8633431,-0.4838526,-0.143267,1,0.1322908,1.144564,-0.1746855,0.8666697,-0.4867579,-0.1093178,4.207446,4.325667,0.5205519,0.4155901,0.4672821,0.4293048,0.9999999,0.9999999,0.1245477,1.147241,-0.8369567,0.129823,0.7324136,-0.07420659,0.6642361,1,"JengaBlock(Clone)",,,0.1611689,1.1275,-0.1442065
2910,39.0405703999995,"2026-04-01T01:49:28.5637607Z","P001","S001","task_01","trial_01","baseline",1,0.1360272,1.139635,-0.13873,0.8661131,-0.4826836,-0.1298645,1.96533,0.07120597,1,0.1392683,1.135645,-0.1035001,0.8642979,-0.4810681,-0.146842,1,0.132786,1.143625,-0.17396,0.8676734,-0.484157,-0.1128488,4.205987,4.318218,0.5210216,0.4171815,0.4692777,0.4297712,0.9999999,0.9999999,0.1249783,1.146005,-0.8360295,0.1335293,0.7293734,-0.07622443,0.666614,1,"JengaBlock(Clone)",,,0.1591271,1.1275,-0.1428846
2911,39.0511586000002,"2026-04-01T01:49:28.5757498Z","P001","S001","task_01","trial_01","baseline",1,0.1363997,1.138283,-0.1377072,0.8654276,-0.4841411,-0.129006,1.967818,0.07120599,1,0.1393413,1.134237,-0.1024574,0.8636693,-0.4824499,-0.1460043,1,0.133458,1.14233,-0.172957,0.8669306,-0.4856894,-0.1119695,4.199809,4.301395,0.5217117,0.4183921,0.4708685,0.4300336,0.9999999,0.9999999,0.12519,1.145345,-0.8355269,0.1335953,0.7279208,-0.07777867,0.6680076,1,"JengaBlock(Clone)",,,0.1578018,1.1275,-0.1419949
2912,39.0632991000002,"2026-04-01T01:49:28.5866795Z","P001","S001","task_01","trial_01","baseline",1,0.136608,1.137567,-0.1371196,0.864498,-0.4865004,-0.1263353,1.967719,0.07120598,1,0.1394137,1.133614,-0.1018482,0.8627779,-0.4848382,-0.1433392,1,0.1338023,1.14152,-0.1723911,0.8659632,-0.488019,-0.1092942,4.195474,4.297498,0.5217117,0.4183921,0.4708685,0.4300336,0.9999999,0.9999999,0.125485,1.144431,-0.8348629,0.1380935,0.7254659,-0.07865439,0.6696588,1,"JengaBlock(Clone)",,,0.1556758,1.1275,-0.1405806
2913,39.0743714999999,"2026-04-01T01:49:28.5966334Z","P001","S001","task_01","trial_01","baseline",1,0.1368557,1.136549,-0.1364078,0.8627899,-0.4895599,-0.1261932,1.969111,0.07120597,1,0.1394117,1.132439,-0.1011352,0.8611346,-0.4877903,-0.1432049,1,0.1342998,1.140658,-0.1716803,0.8641902,-0.4911849,-0.1091442,4.192313,4.282942,0.5217117,0.4183921,0.4723882,0.4303224,0.9999999,0.9999999,0.1256883,1.143726,-0.8343233,0.140993,0.723492,-0.07970845,0.671064,1,"JengaBlock(Clone)",,,0.1544973,1.1275,-0.1397339
2914,39.0844859999997,"2026-04-01T01:49:28.6090846Z","P001","S001","task_01","trial_01","baseline",1,0.1370221,1.135765,-0.135818,0.8629167,-0.4895129,-0.1255066,1.970998,0.07120597,1,0.1393834,1.131586,-0.10054,0.8613071,-0.4876824,-0.1425344,1,0.1346609,1.139944,-0.1710959,0.864271,-0.4911986,-0.1084416,4.187491,4.269143,0.5223056,0.4195957,0.4738165,0.4305057,0.9999999,0.9999999,0.1260263,1.142654,-0.8334697,0.1437692,0.7207074,-0.08162023,0.673238,1,"JengaBlock(Clone)",,,0.1528026,1.1275,-0.1387402
2915,39.0967052999995,"2026-04-01T01:49:28.6200937Z","P001","S001","task_01","trial_01","baseline",1,0.1373108,1.134596,-0.1348825,0.8619695,-0.491412,-0.1245906,1.972388,0.07120598,1,0.1394049,1.130407,-0.09958883,0.860408,-0.48953,-0.1416283,1,0.1352167,1.138785,-0.1701761,0.8632756,-0.4931484,-0.107516,4.178638,4.251365,0.5225105,0.4199848,0.4738165,0.4305057,0.9999999,0.9999999,0.1263484,1.141601,-0.8326368,0.147559,0.7178047,-0.08309161,0.6753359,1,"JengaBlock(Clone)",,,0.1515914,1.1275,-0.137937
2916,39.1077691999999,"2026-04-01T01:49:28.6312032Z","P001","S001","task_01","trial_01","baseline",1,0.1375715,1.133449,-0.1339861,0.8685499,-0.4814105,-0.1177494,1.980112,0.07120599,1,0.1393813,1.129178,-0.09868659,0.8671214,-0.4794919,-0.1348626,1,0.1357617,1.13772,-0.1692857,0.8697191,-0.4831854,-0.1006009,4.167036,4.265838,0.5177586,0.4155813,0.4624007,0.4323213,0.9999999,0.9999999,0.1266997,1.140776,-0.8318663,0.1487655,0.7156562,-0.08489895,0.6771243,1,"JengaBlock(Clone)",,,0.1497579,1.1275,-0.1366816
2917,39.1187186999996,"2026-04-01T01:49:28.6420909Z","P001","S001","task_01","trial_01","baseline",1,0.1378853,1.132558,-0.1331444,0.8639759,-0.4892488,-0.1190846,1.977343,0.07120598,1,0.139497,1.128344,-0.09782837,0.8625512,-0.4873018,-0.1361711,1,0.1362736,1.136771,-0.1684604,0.8651435,-0.4910502,-0.1019627,4.159482,4.277061,0.5177586,0.4155813,0.4624007,0.4323213,0.9999999,0.9999999,0.1268516,1.140208,-0.8314327,0.1517674,0.7137948,-0.08545603,0.6783516,1,"JengaBlock(Clone)",,,0.1483043,1.1275,-0.1354412
2918,39.1295015999995,"2026-04-01T01:49:28.6524143Z","P001","S001","task_01","trial_01","baseline",1,0.1379963,1.13192,-0.1326757,0.8672743,-0.4859035,-0.1083188,1.981989,0.07120597,1,0.139421,1.127602,-0.09736433,0.8660458,-0.4839667,-0.1254624,1,0.1365716,1.136239,-0.1679871,0.8682435,-0.4876949,-0.09114279,4.160758,4.286067,0.51232,0.411445,0.4624007,0.4323213,0.9999999,0.9999999,0.1271012,1.139469,-0.8308762,0.1540839,0.7117262,-0.08675979,0.6798359,1,"JengaBlock(Clone)",,,0.1468167,1.1275,-0.1343755
2919,39.1402665999994,"2026-04-01T01:49:28.6637918Z","P001","S001","task_01","trial_01","baseline",1,0.1381996,1.131104,-0.1320493,0.8654211,-0.489079,-0.1088483,1.981989,0.07120596,1,0.1394229,1.126757,-0.09673388,0.864219,-0.4870863,-0.1259866,1,0.1369763,1.135452,-0.1673646,0.8663645,-0.4909254,-0.0916774,4.162463,4.292623,0.51232,0.411445,0.4624007,0.4323213,0.9999999,0.9999999,0.1274811,1.138677,-0.8301764,0.1566955,0.7094333,-0.08816387,0.6814529,1,"JengaBlock(Clone)",,,0.1458858,1.1275,-0.1336611
2920,39.1513010999997,"2026-04-01T01:49:28.6747710Z","P001","S001","task_01","trial_01","baseline",1,0.138524,1.130226,-0.1312738,0.8673866,-0.4910921,-0.08042972,1.986034,0.07120598,1,0.1395245,1.125847,-0.09595531,0.8666424,-0.4892805,-0.09765017,1,0.1375236,1.134605,-0.1665924,0.8678703,-0.4927562,-0.06318509,4.154134,4.296575,0.5124422,0.4124216,0.4579034,0.432263,0.9999999,0.9999999,0.1277617,1.137965,-0.8296566,0.1589938,0.707482,-0.08935013,0.6827934,1,"JengaBlock(Clone)",,,0.1445775,1.1275,-0.1328514
2921,39.1624234000001,"2026-04-01T01:49:28.6861291Z","P001","S001","task_01","trial_01","baseline",1,0.138754,1.129433,-0.130682,0.8696308,-0.4892087,-0.06646187,1.988988,0.07120599,1,0.139563,1.125027,-0.09536189,0.8691204,-0.4874629,-0.0837241,1,0.1379449,1.133838,-0.1660021,0.8698792,-0.4908072,-0.04917962,4.143758,4.272284,0.513116,0.4140639,0.460264,0.4326559,0.9999999,0.9999999,0.1280634,1.137141,-0.8290548,0.1619235,0.705166,-0.09065348,0.6843271,1,"JengaBlock(Clone)",,,0.143339,1.1275,-0.1317203
2922,39.1736760000003,"2026-04-01T01:49:28.6970439Z","P001","S001","task_01","trial_01","baseline",1,0.138999,1.12852,-0.1300088,0.8686856,-0.4923166,-0.05486072,1.99007,0.07120597,1,0.1395848,1.124074,-0.09468941,0.8683879,-0.4906099,-0.07214053,1,0.1384132,1.132966,-0.1653283,0.8687212,-0.4938748,-0.03756437,4.140273,4.257915,0.513116,0.4140639,0.4619333,0.4327405,0.9999999,0.9999999,0.1282994,1.136423,-0.8285662,0.164874,0.7030966,-0.09150632,0.6856372,1,"JengaBlock(Clone)",,,0.1421896,1.1275,-0.1309446
2923,39.1846441999996,"2026-04-01T01:49:28.7090532Z","P001","S001","task_01","trial_01","baseline",1,0.1391851,1.127739,-0.1294706,0.8677834,-0.4948431,-0.04563333,1.990857,0.07120599,1,0.1395713,1.123226,-0.09415694,0.8676652,-0.4931507,-0.06292371,1,0.138799,1.132253,-0.1647842,0.8676395,-0.4963861,-0.02832917,4.123178,4.227036,0.5135543,0.415356,0.4632663,0.4329809,0.9999999,0.9999999,0.1287054,1.135428,-0.8278214,0.1674979,0.700524,-0.09320693,0.6874032,1,"JengaBlock(Clone)",,,0.1407993,1.1275,-0.1301225
2924,39.1966597999999,"2026-04-01T01:49:28.7200488Z","P001","S001","task_01","trial_01","baseline",1,0.1395316,1.126685,-0.1286588,0.8656777,-0.4989892,-0.04014958,1.991348,0.07120597,1,0.1396794,1.122165,-0.09334423,0.8656771,-0.4972959,-0.05744503,1,0.1393839,1.131204,-0.1639734,0.8654168,-0.5005319,-0.022842,4.113441,4.212485,0.5140698,0.4163007,0.4632663,0.4329809,0.9999999,0.9999999,0.1289416,1.134586,-0.8272585,0.1704138,0.6982569,-0.09435113,0.6888356,1,"JengaBlock(Clone)",,,0.139605,1.1275,-0.1294927
2925,39.2074688000002,"2026-04-01T01:49:28.7308741Z","P001","S001","task_01","trial_01","baseline",1,0.1397131,1.1258,-0.1280593,0.8644255,-0.5015632,-0.03468271,1.99233,0.07120597,1,0.1396494,1.121226,-0.0927514,0.8645475,-0.4998553,-0.05198405,1,0.1397768,1.130374,-0.1633672,0.8640423,-0.5031195,-0.01737089,4.105647,4.201672,0.5140698,0.4163007,0.4644685,0.4332281,0.9999999,0.9999999,0.1292091,1.133649,-0.826634,0.1732015,0.6958121,-0.09571123,0.6904246,1,"Floor",,,2.094175,8.116246E-20,-0.2193139
2926,39.2184133999999,"2026-04-01T01:49:28.7418636Z","P001","S001","task_01","trial_01","baseline",1,0.1399217,1.124823,-0.1273923,0.862984,-0.5039024,-0.03661921,1.993411,0.07120598,1,0.1396338,1.120217,-0.09208971,0.8631148,-0.5021207,-0.05392369,1,0.1402096,1.129429,-0.162695,0.8625921,-0.5055315,-0.01930365,4.092495,4.174425,0.5143607,0.41728,0.4654377,0.4335091,0.9999999,0.9999999,0.1296003,1.132572,-0.8258004,0.17648,0.6930438,-0.09717249,0.6921725,1,"Floor",,,2.079987,7.620108E-20,-0.2059075
2927,39.2294795999996,"2026-04-01T01:49:28.7529357Z","P001","S001","task_01","trial_01","baseline",1,0.1402376,1.123692,-0.1265167,0.8606337,-0.5080359,-0.03477338,1.994196,0.07120598,1,0.1396954,1.119043,-0.09122263,0.8608392,-0.5062051,-0.05207815,1,0.1407798,1.12834,-0.1618107,0.8601675,-0.5097128,-0.01745809,4.0876,4.159589,0.5148373,0.4181361,0.4654377,0.4335091,0.9999999,0.9999999,0.1298741,1.131796,-0.8252397,0.1788906,0.6909528,-0.09817902,0.6935007,1,"Floor",,,2.066295,7.739534E-20,-0.2091346
2928,39.2403533999995,"2026-04-01T01:49:28.7637636Z","P001","S001","task_01","trial_01","baseline",1,0.140449,1.122897,-0.1259382,0.859012,-0.5106633,-0.03634992,1.994687,0.071206,1,0.139721,1.118224,-0.09065068,0.8592272,-0.5087729,-0.0536527,1,0.141177,1.12757,-0.1612257,0.8585365,-0.512399,-0.01903614,4.084219,4.146933,0.5148373,0.4181361,0.4664052,0.4338742,0.9999999,0.9999999,0.1302804,1.130522,-0.824333,0.1842575,0.6872317,-0.09936045,0.6956216,1,"Floor",,,2.043817,7.528411E-20,-0.2034297
2929,39.2512201,"2026-04-01T01:49:28.7757213Z","P001","S001","task_01","trial_01","baseline",1,0.1407529,1.121536,-0.124995,0.8563106,-0.5150809,-0.03773248,1.995668,0.07120598,1,0.1396751,1.116725,-0.08973501,0.8565885,-0.5130575,-0.05502861,1,0.1418307,1.126347,-0.160255,0.8557731,-0.516948,-0.02042491,4.074424,4.126012,0.5151772,0.4191716,0.4677841,0.4342505,0.9999999,0.9999999,0.1305452,1.129429,-0.8235519,0.1854739,0.6848714,-0.1013195,0.6973414,1,"Floor",,,2.02933,7.618646E-20,-0.205868
2930,39.2633097999997,"2026-04-01T01:49:28.7867178Z","P001","S001","task_01","trial_01","baseline",1,0.1409685,1.120461,-0.1241891,0.8554174,-0.5168657,-0.03332942,1.996452,0.071206,1,0.1397002,1.115742,-0.08892303,0.8557686,-0.514875,-0.05063401,1,0.1422369,1.12518,-0.1594552,0.8548065,-0.5186996,-0.0160147,4.06491,4.118325,0.5157804,0.4202438,0.4677841,0.4342505,0.9999999,0.9999999,0.1309136,1.12821,-0.8227581,0.1905838,0.6815573,-0.1021634,0.6990852,1,"Floor",,,2.005281,7.666223E-20,-0.2071536
2931,39.2743099999998,"2026-04-01T01:49:28.7971380Z","P001","S001","task_01","trial_01","baseline",1,0.1412524,1.119195,-0.1233821,0.8521698,-0.522298,-0.03180289,1.996844,0.07120598,1,0.1396732,1.114323,-0.08814943,0.8526294,-0.5202044,-0.04909705,1,0.1428315,1.124067,-0.1586147,0.8514515,-0.524233,-0.01449907,4.057391,4.109174,0.5157804,0.4202438,0.4689516,0.4344901,0.9999999,0.9999999,0.1311645,1.127007,-0.8220449,0.1930175,0.6790548,-0.1040983,0.7005658,1,"Floor",,,1.995342,7.269761E-20,-0.1964406
2932,39.2847865000003,"2026-04-01T01:49:28.8090708Z","P001","S001","task_01","trial_01","baseline",1,0.1414464,1.117965,-0.1226142,0.8514577,-0.5233989,-0.0327611,1.997922,0.07120597,1,0.139643,1.1131,-0.0873913,0.8519342,-0.521251,-0.05005652,1,0.1432497,1.12283,-0.157837,0.8507226,-0.5253877,-0.01545572,4.060972,4.102829,0.5162846,0.4210046,0.4702826,0.4346182,0.9999999,0.9999999,0.1315166,1.125601,-0.8212429,0.1954388,0.6762077,-0.1064673,0.7022902,1,"Floor",,,1.967305,7.088042E-20,-0.1915302
2933,39.2965158999996,"2026-04-01T01:49:28.8200308Z","P001","S001","task_01","trial_01","baseline",1,0.1417222,1.116492,-0.1217158,0.8492423,-0.527178,-0.02950999,1.99851,0.07120596,1,0.1396628,1.111665,-0.08650176,0.8498014,-0.5250208,-0.04680654,1,0.1437816,1.121319,-0.1569299,0.8484249,-0.5291749,-0.01220446,4.057984,4.10427,0.5170066,0.4224197,0.4702826,0.4346182,0.9999999,0.9999999,0.1318827,1.124733,-0.8205875,0.1984334,0.6741113,-0.1075379,0.703302,1,"Floor",,,1.960135,7.127297E-20,-0.192591
