sample_index,timestamp_rel_s,timestamp_utc_iso,participant_id,session_id,task_id,trial_id,condition,combined_valid,combined_origin_x,combined_origin_y,combined_origin_z,combined_dir_x,combined_dir_y,combined_dir_z,vergence_angle_deg,interocular_distance,left_valid,left_origin_x,left_origin_y,left_origin_z,left_dir_x,left_dir_y,left_dir_z,right_valid,right_origin_x,right_origin_y,right_origin_z,right_dir_x,right_dir_y,right_dir_z,left_pupil_diameter,right_pupil_diameter,left_pupil_pos_x,left_pupil_pos_y,right_pupil_pos_x,right_pupil_pos_y,left_eye_openness,right_eye_openness,head_x,head_y,head_z,head_qx,head_qy,head_qz,head_qw,hit_valid,hit_object_name,hit_aoi,hit_aoi_type,hit_x,hit_y,hit_z
1105,18.9856086,"2026-04-01T01:49:08.5091060Z","P001","S001","task_01","trial_01","baseline",1,-0.03750019,1.18195,0.1221913,0.06960534,-0.07839832,0.9944893,5.23409,0.06959314,1,-0.07217833,1.181818,0.1250567,0.1150777,-0.07741579,0.9903353,1,-0.002822049,1.182081,0.1193259,0.02398778,-0.07921733,0.9965687,3.48016,3.264937,0.5135452,0.4328111,0.4678113,0.4457039,0.9999999,0.9999999,-0.03794269,1.187565,-0.5907181,0.05354178,0.02909752,0.01040061,0.9980874,1,"Wall_North",,,0.156259,0.9575452,2.95
1106,18.9968708999995,"2026-04-01T01:49:08.5200417Z","P001","S001","task_01","trial_01","baseline",1,-0.03778332,1.181896,0.1225766,0.06972454,-0.07855713,0.9944683,5.23409,0.06959314,1,-0.07246113,1.181759,0.1254458,0.1151963,-0.07756773,0.9903096,1,-0.003105514,1.182032,0.1197074,0.02410731,-0.07938266,0.9965526,3.48016,3.264937,0.5135452,0.4328111,0.4678113,0.4457039,0.9999999,0.9999999,-0.0382112,1.187512,-0.5903879,0.05359384,0.02920315,0.01046593,0.9980808,1,"Wall_North",,,0.1604211,0.9590257,2.95
1107,19.0077976000002,"2026-04-01T01:49:08.5316215Z","P001","S001","task_01","trial_01","baseline",1,-0.03804828,1.18184,0.1229122,0.07154012,-0.07868263,0.9943295,5.204997,0.06959314,1,-0.07272556,1.181698,0.1257875,0.1167521,-0.07768645,0.990118,1,-0.003371,1.181982,0.120037,0.02618059,-0.07951651,0.9964897,3.467845,3.260855,0.5136998,0.4328268,0.4679842,0.4456694,0.9999999,0.9999999,-0.03849203,1.187446,-0.5900474,0.05356618,0.02925115,0.01054425,0.9980801,1,"Wall_North",,,0.160454,0.958546,2.95
1108,19.0191887999999,"2026-04-01T01:49:08.5419583Z","P001","S001","task_01","trial_01","baseline",1,-0.03832755,1.181776,0.1232607,0.07285258,-0.07836564,0.9942592,5.175172,0.06959313,1,-0.07300454,1.181628,0.1261392,0.1178002,-0.07736455,0.9900191,1,-0.003650568,1.181923,0.1203821,0.02775642,-0.07920692,0.9964717,3.484257,3.26247,0.5137024,0.4329807,0.4678876,0.4456447,0.9999999,0.9999999,-0.03876327,1.18743,-0.5897588,0.0536537,0.0293356,0.01070704,0.9980712,1,"Wall_North",,,0.1653554,0.9581287,2.95
1109,19.0296281000001,"2026-04-01T01:49:08.5529098Z","P001","S001","task_01","trial_01","baseline",1,-0.03859328,1.181755,0.123553,0.0735633,-0.07849367,0.9941967,5.161942,0.06959315,1,-0.07326984,1.181598,0.1264362,0.118393,-0.07747992,0.9899394,1,-0.003916729,1.181913,0.1206698,0.02858437,-0.07934818,0.9964371,3.487086,3.26472,0.5136046,0.432857,0.4678876,0.4456447,0.9999999,0.9999999,-0.03904221,1.187392,-0.5894151,0.05378175,0.02932704,0.01088117,0.9980627,1,"Wall_North",,,0.1687967,0.9589775,2.95
1110,19.0406063,"2026-04-01T01:49:08.5638288Z","P001","S001","task_01","trial_01","baseline",1,-0.03887134,1.18171,0.1238988,0.07411038,-0.07869224,0.9941404,5.14388,0.06959314,1,-0.07354786,1.18154,0.1267819,0.1187809,-0.07766574,0.9898784,1,-0.004194833,1.181879,0.1210157,0.02929057,-0.07956021,0.9963996,3.489531,3.27035,0.5136046,0.432857,0.4681311,0.4455121,0.9999999,0.9999999,-0.03932452,1.187364,-0.5890825,0.05383664,0.02933941,0.01095624,0.9980585,1,"Wall_North",,,0.1705432,0.9586021,2.95
1111,19.0515226999996,"2026-04-01T01:49:08.5757541Z","P001","S001","task_01","trial_01","baseline",1,-0.03915107,1.181674,0.1242345,0.07529494,-0.07877477,0.9940449,5.108219,0.06959314,1,-0.07382745,1.181499,0.1271187,0.1196512,-0.07774395,0.9897674,1,-0.004474681,1.181849,0.1213503,0.0307891,-0.07964907,0.9963474,3.488775,3.280362,0.5135759,0.433019,0.4680741,0.4456673,0.9999999,0.9999999,-0.03965309,1.187324,-0.5887004,0.05381348,0.02932773,0.0110815,0.9980587,1,"Wall_North",,,0.1718066,0.9580065,2.95
1112,19.0635100999998,"2026-04-01T01:49:08.5872206Z","P001","S001","task_01","trial_01","baseline",1,-0.03947727,1.181631,0.1246211,0.07575968,-0.07863621,0.9940205,5.090775,0.06959314,1,-0.07415362,1.181447,0.1275051,0.1199628,-0.0775968,0.9897412,1,-0.004800905,1.181815,0.1217371,0.03140706,-0.07952046,0.9963384,3.484846,3.284648,0.5135759,0.433019,0.4680741,0.4456673,0.9999999,0.9999999,-0.03989047,1.187343,-0.5884289,0.05384231,0.02925573,0.01114147,0.9980586,1,"Wall_North",,,0.1748894,0.9577416,2.95
1113,19.0746597999996,"2026-04-01T01:49:08.5970863Z","P001","S001","task_01","trial_01","baseline",1,-0.03971217,1.181643,0.1248925,0.07629124,-0.0786678,0.9939774,5.079332,0.06959314,1,-0.07438882,1.181455,0.1277728,0.1203927,-0.07762301,0.989687,1,-0.005035527,1.181832,0.1220123,0.03203995,-0.07955807,0.9963152,3.482813,3.287627,0.5136775,0.4331036,0.4680741,0.4456673,0.9999999,0.9999999,-0.04017019,1.187331,-0.588123,0.05382672,0.02918571,0.01109017,0.9980621,1,"Wall_North",,,0.1758601,0.9581175,2.95
1114,19.0846826999996,"2026-04-01T01:49:08.6095949Z","P001","S001","task_01","trial_01","baseline",1,-0.03998785,1.181627,0.125199,0.07710528,-0.07867841,0.9939137,5.053771,0.06959312,1,-0.07466477,1.18144,0.1280759,0.120982,-0.07763787,0.989614,1,-0.005310919,1.181814,0.122322,0.03307862,-0.07956596,0.9962806,3.48384,3.291253,0.5135981,0.4330525,0.4681875,0.4456708,0.9999999,0.9999999,-0.04055552,1.187304,-0.5877125,0.05371318,0.02909614,0.0110666,0.9980711,1,"Wall_North",,,0.1771247,0.9580516,2.95
1115,19.0970687999998,"2026-04-01T01:49:08.6206024Z","P001","S001","task_01","trial_01","baseline",1,-0.0403665,1.181599,0.1256102,0.07794493,-0.0785481,0.9938585,5.041117,0.06959314,1,-0.07504384,1.181412,0.1284822,0.1217081,-0.0775076,0.9895351,1,-0.005689159,1.181785,0.1227382,0.03403097,-0.0794366,0.9962589,3.491634,3.293504,0.5137296,0.433058,0.4682963,0.4456829,0.9999999,0.9999999,-0.0408764,1.187318,-0.587449,0.05358717,0.02893873,0.01104501,0.9980826,1,"Wall_North",,,0.179153,0.958015,2.95
1116,19.1080672999997,"2026-04-01T01:49:08.6315713Z","P001","S001","task_01","trial_01","baseline",1,-0.04068428,1.181611,0.1258766,0.07789284,-0.07828546,0.9938833,5.029833,0.06959314,1,-0.07536237,1.181426,0.1287396,0.1215587,-0.07724857,0.9895737,1,-0.006006181,1.181796,0.1230136,0.0340769,-0.07917154,0.9962784,3.498443,3.29502,0.5137296,0.433058,0.4682963,0.4456829,0.9999999,0.9999999,-0.04121285,1.187316,-0.5871187,0.0533963,0.02870356,0.01111278,0.9980989,1,"Wall_North",,,0.1811407,0.9583773,2.95
1117,19.1191172999997,"2026-04-01T01:49:08.6419210Z","P001","S001","task_01","trial_01","baseline",1,-0.04101691,1.181608,0.1262093,0.07894314,-0.0778523,0.9938345,4.993987,0.06959314,1,-0.07569613,1.18142,0.1290585,0.1222937,-0.07681526,0.9895169,1,-0.006337702,1.181796,0.12336,0.03544272,-0.0787415,0.9962648,3.509677,3.303036,0.5137972,0.4330927,0.4685448,0.4455756,0.9999999,0.9999999,-0.04154854,1.187323,-0.5867876,0.05324839,0.02844774,0.01122936,0.9981129,1,"Wall_North",,,0.1806485,0.9591627,2.95
1118,19.1297576999996,"2026-04-01T01:49:08.6528168Z","P001","S001","task_01","trial_01","baseline",1,-0.04135012,1.181612,0.126541,0.07889166,-0.07751604,0.9938649,4.978585,0.06959313,1,-0.07603057,1.181419,0.1293747,0.1221089,-0.07647472,0.9895661,1,-0.006669659,1.181806,0.1237073,0.03552558,-0.07841107,0.9962879,3.51995,3.307653,0.5138068,0.4330133,0.4685448,0.4455756,0.9999999,0.9999999,-0.04188018,1.187318,-0.5864674,0.05311728,0.02816272,0.01140429,0.9981259,1,"Wall_North",,,0.1832849,0.9604054,2.95
1119,19.1406539999998,"2026-04-01T01:49:08.6642907Z","P001","S001","task_01","trial_01","baseline",1,-0.04168256,1.181609,0.1268647,0.07883362,-0.07732331,0.9938845,4.964792,0.06959314,1,-0.07636443,1.181407,0.1296804,0.1219315,-0.07627279,0.9896035,1,-0.007000685,1.181811,0.124049,0.0355878,-0.07822869,0.9963,3.527445,3.311162,0.5138068,0.4330133,0.4685448,0.4455756,0.9999999,0.9999999,-0.04228768,1.187399,-0.5860184,0.05304968,0.02773533,0.01156895,0.9981396,1,"Wall_North",,,0.1827723,0.9613981,2.95
1120,19.1517945999994,"2026-04-01T01:49:08.6768456Z","P001","S001","task_01","trial_01","baseline",1,-0.04210019,1.181687,0.1273169,0.07901663,-0.07698057,0.9938965,4.926924,0.06959314,1,-0.07678422,1.181476,0.1301052,0.1217858,-0.07592506,0.9896482,1,-0.007416159,1.181898,0.1245286,0.03610143,-0.07789378,0.9963078,3.533958,3.317996,0.5140655,0.4330207,0.4686134,0.4454314,0.9999999,0.9999999,-0.0425848,1.18734,-0.5857763,0.05303157,0.02737713,0.01181935,0.9981475,1,"Wall_North",,,0.1822449,0.9619715,2.95
1121,19.1643697999998,"2026-04-01T01:49:08.6867072Z","P001","S001","task_01","trial_01","baseline",1,-0.04240182,1.181634,0.1275679,0.07871414,-0.07686514,0.9939295,4.908998,0.06959315,1,-0.07708761,1.18141,0.1303332,0.1213291,-0.07579643,0.9897142,1,-0.007716022,1.181859,0.1248026,0.03595478,-0.0777928,0.996321,3.534343,3.318455,0.5140655,0.4330207,0.4686134,0.4454314,0.9999999,0.9999999,-0.0428706,1.18728,-0.5855112,0.05299445,0.02705243,0.01210313,0.9981549,1,"Wall_North",,,0.1823084,0.963061,2.95
1122,19.1743077000001,"2026-04-01T01:49:08.6976331Z","P001","S001","task_01","trial_01","baseline",1,-0.04269885,1.181587,0.1278428,0.07867075,-0.07670668,0.9939451,4.89613,0.06959315,1,-0.07738627,1.181346,0.1305862,0.1211738,-0.07561973,0.9897467,1,-0.008011419,1.181827,0.1250995,0.0360241,-0.0776536,0.9963294,3.54132,3.318171,0.5143688,0.4330829,0.4686134,0.4454314,0.9999999,0.9999999,-0.04308164,1.187288,-0.5853105,0.05309893,0.02674406,0.01233828,0.9981548,1,"Wall_North",,,0.1811204,0.9633628,2.95
1123,19.1851803999998,"2026-04-01T01:49:08.7090725Z","P001","S001","task_01","trial_01","baseline",1,-0.04292532,1.181597,0.12805,0.07862415,-0.07677709,0.9939435,4.879777,0.06959313,1,-0.07761428,1.181343,0.1307726,0.1209854,-0.07567534,0.9897655,1,-0.00823636,1.181851,0.1253274,0.0361203,-0.07773962,0.9963192,3.546422,3.321619,0.5143688,0.4330829,0.468769,0.4453328,0.9999999,0.9999999,-0.04341498,1.187227,-0.5849825,0.05317893,0.02638378,0.01252801,0.9981578,1,"Wall_North",,,0.1806749,0.9637895,2.95
1124,19.1969183000001,"2026-04-01T01:49:08.7206872Z","P001","S001","task_01","trial_01","baseline",1,-0.04327807,1.18154,0.1283881,0.07885589,-0.07704173,0.9939046,4.858333,0.06959314,1,-0.07796894,1.181273,0.131085,0.1210301,-0.07592595,0.9897408,1,-0.0085872,1.181807,0.1256912,0.03653999,-0.07801905,0.996282,3.557508,3.330739,0.5147078,0.432918,0.4690505,0.4451616,0.9999999,0.9999999,-0.04363832,1.187169,-0.584748,0.05325478,0.02621283,0.01254586,0.998158,1,"Wall_North",,,0.1803001,0.9636154,2.95
1125,19.2081343999998,"2026-04-01T01:49:08.7314733Z","P001","S001","task_01","trial_01","baseline",1,-0.04351928,1.181487,0.1286314,0.07873914,-0.07703815,0.9939141,4.848968,0.06959314,1,-0.07821117,1.181217,0.1313148,0.1208327,-0.07591974,0.9897655,1,-0.008827381,1.181757,0.125948,0.03650458,-0.07801864,0.9962834,3.563168,3.336206,0.5147078,0.432918,0.4690505,0.4451616,0.9999999,0.9999999,-0.04385724,1.187129,-0.5844923,0.05340835,0.02601968,0.01247691,0.9981558,1,"Wall_North",,,0.1805872,0.9628252,2.95
1126,19.2189982999998,"2026-04-01T01:49:08.7424109Z","P001","S001","task_01","trial_01","baseline",1,-0.04375856,1.181443,0.1288911,0.0793264,-0.07734318,0.9938437,4.823814,0.06959315,1,-0.07845157,1.181175,0.1315603,0.1211996,-0.07622934,0.9896968,1,-0.009065557,1.181712,0.126222,0.03731269,-0.07832,0.9962298,3.566106,3.34599,0.5149634,0.4330423,0.4694083,0.4448869,0.9999999,0.9999999,-0.0439976,1.187101,-0.5842537,0.05350044,0.02594716,0.01239862,0.9981537,1,"Wall_North",,,0.1799931,0.9628032,2.95
1127,19.2298628999997,"2026-04-01T01:49:08.7534179Z","P001","S001","task_01","trial_01","baseline",1,-0.04391941,1.181415,0.1291338,0.0795144,-0.07755156,0.9938125,4.808031,0.06959314,1,-0.07861304,1.181149,0.1317952,0.1212502,-0.07644317,0.9896741,1,-0.009225793,1.181681,0.1264723,0.03763859,-0.07852343,0.9962015,3.565104,3.350368,0.5149634,0.4330423,0.4694774,0.4448679,0.9999999,0.9999999,-0.0441927,1.187075,-0.5839822,0.05360228,0.02588349,0.01228512,0.9981513,1,"Wall_North",,,0.1814161,0.9618981,2.95
1128,19.2407808999997,"2026-04-01T01:49:08.7642863Z","P001","S001","task_01","trial_01","baseline",1,-0.04413229,1.181382,0.1294055,0.08004865,-0.07769303,0.9937586,4.785978,0.06959314,1,-0.07882646,1.181121,0.1320602,0.1215913,-0.07659354,0.9896206,1,-0.009438112,1.181643,0.1267508,0.03836641,-0.07865702,0.9961632,3.569973,3.36474,0.5151131,0.4332021,0.4697005,0.444764,0.9999999,0.9999999,-0.0444686,1.187035,-0.583617,0.05367344,0.02572625,0.01217781,0.9981529,1,"Wall_North",,,0.1817766,0.9612902,2.95
1129,19.2517619,"2026-04-01T01:49:08.7762757Z","P001","S001","task_01","trial_01","baseline",1,-0.04442285,1.181337,0.129769,0.07969783,-0.0778539,0.9937741,4.785978,0.06959314,1,-0.07911797,1.181082,0.1324119,0.1212421,-0.07676129,0.9896505,1,-0.009727728,1.181592,0.1271261,0.03801462,-0.07881074,0.9961645,3.569973,3.36474,0.5151131,0.4332021,0.4697005,0.444764,0.9999999,0.9999999,-0.04469554,1.186999,-0.5832887,0.05364075,0.02562679,0.01205114,0.9981586,1,"Wall_North",,,0.1830706,0.9608654,2.95
1130,19.2638877999998,"2026-04-01T01:49:08.7872294Z","P001","S001","task_01","trial_01","baseline",1,-0.04466444,1.181301,0.1300979,0.08041887,-0.07761835,0.9937345,4.766373,0.06959314,1,-0.0793602,1.181054,0.1327332,0.1217903,-0.07653719,0.9896005,1,-0.009968683,1.181548,0.1274627,0.03890834,-0.07856523,0.9961494,3.582469,3.384709,0.5153449,0.4334155,0.4698275,0.4447004,0.9999999,0.9999999,-0.04466641,1.187085,-0.5831369,0.05361516,0.0256372,0.01196836,0.9981608,1,"Wall_North",,,0.1817516,0.9603957,2.95
1131,19.2746754,"2026-04-01T01:49:08.7971533Z","P001","S001","task_01","trial_01","baseline",1,-0.04464781,1.181381,0.1302471,0.08088957,-0.07739315,0.9937139,4.760739,0.06959315,1,-0.07934365,1.181138,0.1328819,0.1222103,-0.0763179,0.9895657,1,-0.009951983,1.181623,0.1276124,0.03942926,-0.07833484,0.9961471,3.599057,3.393008,0.515373,0.4334743,0.4698275,0.4447004,0.9999999,0.9999999,-0.04482204,1.18707,-0.5828789,0.0536526,0.02553503,0.01196015,0.9981615,1,"Wall_North",,,0.1835387,0.9610447,2.95
1132,19.2846984999996,"2026-04-01T01:49:08.8095832Z","P001","S001","task_01","trial_01","baseline",1,-0.04508573,1.180901,0.130021,0.08150339,-0.0769092,0.9937012,4.747512,0.07008214,1,-0.08005401,1.180198,0.132166,0.1227073,-0.07583716,0.9895411,1,-0.01011744,1.181604,0.127876,0.04015964,-0.07784924,0.996156,3.581551,3.395001,0.515347,0.4334609,0.469723,0.4447778,0.9999999,0.9999999,-0.04503224,1.187038,-0.5825435,0.05360894,0.02550664,0.01180359,0.9981664,1,"Wall_North",,,0.1848837,0.9617708,2.95
1133,19.2970352000002,"2026-04-01T01:49:08.8205599Z","P001","S001","task_01","trial_01","baseline",1,-0.04530719,1.18087,0.1303581,0.08198173,-0.07658862,0.9936866,4.739542,0.07008215,1,-0.08027588,1.180176,0.1324998,0.1231147,-0.07552847,0.9895141,1,-0.01033851,1.181563,0.1282164,0.0407085,-0.07751777,0.9961596,3.554833,3.405934,0.515347,0.4334609,0.4700171,0.444729,0.9999999,0.9999999,-0.04511033,1.187016,-0.5823145,0.05365805,0.02554738,0.01180567,0.9981627,1,"Wall_North",,,0.186209,0.962644,2.95
1134,19.3080025999998,"2026-04-01T01:49:08.8309874Z","P001","S001","task_01","trial_01","baseline",1,-0.04539301,1.180847,0.1305882,0.083171,-0.07623845,0.9936148,4.732138,0.07008215,1,-0.08036165,1.180154,0.1327309,0.1242346,-0.07517802,0.9894009,1,-0.01042437,1.18154,0.1284456,0.04196559,-0.0771689,0.9961345,3.510606,3.414486,0.5154113,0.4334929,0.4702616,0.4447835,0.9999999,0.9999999,-0.04530958,1.186969,-0.5819883,0.05368209,0.02559554,0.01176557,0.9981607,1,"Wall_North",,,0.1873206,0.9635453,2.95
1135,19.3187147999997,"2026-04-01T01:49:08.8420362Z","P001","S001","task_01","trial_01","baseline",1,-0.04559949,1.180802,0.1309188,0.08379253,-0.07612839,0.993571,4.732221,0.07008216,1,-0.08056809,1.180112,0.1330631,0.1248544,-0.07506984,0.989331,1,-0.01063088,1.181492,0.1287746,0.04258774,-0.07705714,0.9961167,3.496629,3.413956,0.5154212,0.4334927,0.4702616,0.4447835,0.9999999,0.9999999,-0.04535958,1.186932,-0.5818799,0.05381732,0.0257226,0.01183943,0.9981493,1,"Wall_North",,,0.1906072,0.9645181,2.95
1136,19.3296629999995,"2026-04-01T01:49:08.8529123Z","P001","S001","task_01","trial_01","baseline",1,-0.0456536,1.180768,0.1310297,0.0845415,-0.07609023,0.9935104,4.729695,0.07008216,1,-0.08062174,1.180073,0.1331801,0.1255782,-0.07502548,0.9892428,1,-0.01068547,1.181462,0.1288792,0.04336084,-0.07702538,0.9960858,3.489548,3.416367,0.5154212,0.4334927,0.4702708,0.4445891,0.9999999,0.9999999,-0.04556319,1.186861,-0.5815622,0.05399423,0.02573292,0.01201648,0.9981373,1,"Wall_North",,,0.1921469,0.964801,2.95
1137,19.3406810999995,"2026-04-01T01:49:08.8638316Z","P001","S001","task_01","trial_01","baseline",1,-0.04585803,1.180699,0.1313488,0.08509087,-0.07614047,0.9934597,4.732179,0.07008215,1,-0.08082599,1.179995,0.1334991,0.126146,-0.07506225,0.9891677,1,-0.01089007,1.181403,0.1291986,0.04389063,-0.07708886,0.9960577,3.490004,3.417413,0.5154734,0.4334904,0.4702708,0.4445891,0.9999999,0.9999999,-0.04565443,1.186835,-0.5813224,0.05407565,0.02573767,0.01203728,0.9981325,1,"Wall_North",,,0.1942231,0.9648703,2.95
1138,19.3515332999996,"2026-04-01T01:49:08.8763071Z","P001","S001","task_01","trial_01","baseline",1,-0.04595258,1.180674,0.1315893,0.08613813,-0.07609022,0.9933733,4.732552,0.07008215,1,-0.0809205,1.179969,0.1337398,0.1271921,-0.07500711,0.989038,1,-0.01098467,1.181379,0.1294387,0.0449373,-0.07704358,0.9960145,3.489822,3.411721,0.5154831,0.4335228,0.4702616,0.4447835,0.9999999,0.9999999,-0.04585725,1.186771,-0.5810114,0.05417506,0.02570019,0.01211469,0.9981272,1,"Wall_North",,,0.1955624,0.9646726,2.95
1139,19.3637656999999,"2026-04-01T01:49:08.8883053Z","P001","S001","task_01","trial_01","baseline",1,-0.04615353,1.18061,0.1318986,0.08668382,-0.07612012,0.9933236,4.730109,0.07008216,1,-0.08112149,1.1799,0.1340468,0.1277143,-0.07502994,0.9889689,1,-0.01118558,1.18132,0.1297503,0.04550562,-0.0770806,0.9959859,3.489112,3.412476,0.5154831,0.4335228,0.4702271,0.4447701,0.9999999,0.9999999,-0.04602825,1.186723,-0.5807657,0.05430576,0.02558839,0.01220645,0.9981218,1,"Wall_North",,,0.1984396,0.9647897,2.95
1140,19.3756960000001,"2026-04-01T01:49:08.8971152Z","P001","S001","task_01","trial_01","baseline",1,-0.04632152,1.18056,0.1321405,0.08763056,-0.07610514,0.9932416,4.72928,0.07008215,1,-0.08128977,1.179844,0.1342822,0.1286496,-0.07500549,0.9888496,1,-0.01135327,1.181275,0.1299988,0.04646223,-0.07707518,0.9959421,3.48823,3.411394,0.5154538,0.4335903,0.4702748,0.4449036,0.9999999,0.9999999,-0.04611611,1.186711,-0.5805541,0.05442808,0.02543341,0.01219288,0.9981193,1,"Wall_North",,,0.1997722,0.9646539,2.95
1141,19.3847709000001,"2026-04-01T01:49:08.9081919Z","P001","S001","task_01","trial_01","baseline",1,-0.04641283,1.180544,0.1323508,0.08786076,-0.07627873,0.993208,4.731351,0.07008217,1,-0.08138162,1.179829,0.1344838,0.1288967,-0.07517721,0.9888043,1,-0.01144404,1.181259,0.1302179,0.046675,-0.07725022,0.9959186,3.490736,3.410362,0.5154171,0.4335357,0.4702748,0.4449036,0.9999999,0.9999999,-0.04627901,1.18667,-0.5802826,0.05453839,0.02528128,0.01219901,0.998117,1,"Wall_North",,,0.2022893,0.9646471,2.95
1142,19.3959921999995,"2026-04-01T01:49:08.9201952Z","P001","S001","task_01","trial_01","baseline",1,-0.04657483,1.180502,0.1326189,0.08826928,-0.07630356,0.9931698,4.729239,0.07008216,1,-0.08154418,1.179786,0.1347425,0.1292845,-0.07519954,0.988752,1,-0.01160549,1.181218,0.1304953,0.04710372,-0.07727765,0.9958963,3.492964,3.408391,0.5154171,0.4335357,0.4702919,0.4448832,0.9999999,0.9999999,-0.04650331,1.186625,-0.5799558,0.05471529,0.02502229,0.0122074,0.9981138,1,"Wall_North",,,0.2028409,0.9641471,2.95
1143,19.4077674,"2026-04-01T01:49:08.9315749Z","P001","S001","task_01","trial_01","baseline",1,-0.04680127,1.180449,0.1329405,0.0889523,-0.07637397,0.9931035,4.727333,0.07008214,1,-0.08177155,1.179733,0.1350483,0.1299484,-0.07526617,0.9886599,1,-0.01183098,1.181165,0.1308326,0.04780487,-0.07735182,0.9958571,3.487213,3.407029,0.5153613,0.4335746,0.4704813,0.4450663,0.9999999,0.9999999,-0.04670565,1.186593,-0.5796672,0.05491972,0.02481278,0.01221331,0.9981077,1,"Wall_North",,,0.2038237,0.964047,2.95
1144,19.4189550000001,"2026-04-01T01:49:08.9419973Z","P001","S001","task_01","trial_01","baseline",1,-0.04700554,1.180408,0.1332249,0.08919451,-0.07663879,0.9930614,4.727623,0.07008216,1,-0.08197662,1.179692,0.1353194,0.1301919,-0.07552793,0.9886079,1,-0.01203446,1.181125,0.1311304,0.04804529,-0.07761922,0.9958248,3.476359,3.407618,0.5152453,0.4337005,0.4704813,0.4450663,0.9999999,0.9999999,-0.04679758,1.186583,-0.5794985,0.05510406,0.02456347,0.01239216,0.9981015,1,"Wall_North",,,0.2055228,0.9638049,2.95
1145,19.4298166999997,"2026-04-01T01:49:08.9529002Z","P001","S001","task_01","trial_01","baseline",1,-0.04710053,1.180399,0.1333947,0.08884893,-0.07694258,0.9930688,4.728079,0.07008216,1,-0.08207235,1.179673,0.1354736,0.1298515,-0.07581978,0.9886304,1,-0.01212871,1.181125,0.1313158,0.0476951,-0.07793441,0.9958169,3.467279,3.407682,0.5152453,0.4337005,0.4704813,0.4450663,0.9999999,0.9999999,-0.04700258,1.186512,-0.579221,0.05542229,0.02426882,0.01261597,0.9980883,1,"Wall_North",,,0.2059908,0.9630259,2.95
1146,19.4406960999995,"2026-04-01T01:49:08.9637554Z","P001","S001","task_01","trial_01","baseline",1,-0.04730888,1.180326,0.1336721,0.08945954,-0.0772704,0.9929886,4.731641,0.07008215,1,-0.0822816,1.179587,0.1357312,0.1304898,-0.07612743,0.9885226,1,-0.01233616,1.181065,0.1316129,0.04827679,-0.07828166,0.9957617,3.45018,3.41109,0.5152637,0.433742,0.4706898,0.4450194,0.9999999,0.9999999,-0.04718899,1.186411,-0.5790141,0.05585383,0.02393981,0.01293067,0.9980682,1,"Wall_North",,,0.2048985,0.9621693,2.95
1147,19.4516163999997,"2026-04-01T01:49:08.9752316Z","P001","S001","task_01","trial_01","baseline",1,-0.04749956,1.180226,0.133886,0.08935285,-0.07774419,0.9929612,4.735365,0.07008217,1,-0.08247319,1.179469,0.1359231,0.1304157,-0.07657644,0.9884977,1,-0.01252593,1.180983,0.1318489,0.04813746,-0.07877919,0.9957292,3.450179,3.413669,0.5154536,0.4337695,0.4706898,0.4450194,0.9999999,0.9999999,-0.04736465,1.186303,-0.5788283,0.05642229,0.02359601,0.01326998,0.99804,1,"Wall_North",,,0.2064175,0.9611704,2.95
1148,19.4626590999997,"2026-04-01T01:49:08.9872695Z","P001","S001","task_01","trial_01","baseline",1,-0.04768294,1.180115,0.1340804,0.08945537,-0.07847267,0.9928946,4.73371,0.07008216,1,-0.08265749,1.179338,0.1360938,0.1305026,-0.07727771,0.9884317,1,-0.01270839,1.180892,0.1320669,0.04825547,-0.07953374,0.9956635,3.451261,3.41079,0.5154536,0.4337695,0.4707007,0.4450312,0.9999999,0.9999999,-0.04751624,1.186212,-0.5786073,0.05703593,0.02316625,0.01356705,0.9980111,1,"Wall_North",,,0.205912,0.9597376,2.95
1149,19.4747816999998,"2026-04-01T01:49:08.9976921Z","P001","S001","task_01","trial_01","baseline",1,-0.0478475,1.180012,0.1343056,0.09005015,-0.07902688,0.992797,4.73611,0.07008216,1,-0.08282331,1.179216,0.1362894,0.1311153,-0.0778028,0.9883094,1,-0.0128717,1.180809,0.1323218,0.04883122,-0.08011598,0.9955887,3.452908,3.41108,0.5154743,0.4339214,0.4710684,0.4449854,0.9999999,0.9999999,-0.04762144,1.186168,-0.5785156,0.05734422,0.02292686,0.01377379,0.9979962,1,"Wall_North",,,0.2060189,0.9575611,2.95
1150,19.4852473999999,"2026-04-01T01:49:09.0085861Z","P001","S001","task_01","trial_01","baseline",1,-0.04796266,1.179957,0.1344093,0.08971694,-0.07970178,0.9927731,4.735738,0.07008216,1,-0.08293912,1.179147,0.1363761,0.1307798,-0.07846018,0.9883019,1,-0.0129862,1.180767,0.1324425,0.04850089,-0.08080728,0.995549,3.453563,3.413313,0.5154743,0.4339214,0.4710684,0.4449854,0.9999999,0.9999999,-0.0478013,1.186102,-0.5783121,0.05778985,0.02249874,0.0140808,0.9979759,1,"Wall_North",,,0.2075458,0.9558823,2.95
